drug_set,condition_id_norm,label,missing_drug_ids,missing_disease_id,reason
"['CHEBI:12777', 'CHEBI:16709', 'CHEBI:18145']",UMLS:C0852222,1,[],UMLS:C0852222,missing_disease
"['CHEBI:12777', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:127780', 'CHEBI:465284']",UMLS:C3838797,1,[],UMLS:C3838797,missing_disease
"['CHEBI:131391', 'CHEBI:16709', 'DRUGBANK:DB10344', 'UNII:61ZBX54883']",HP:0002018,1,"['DRUGBANK:DB10344', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:131391', 'CHEBI:16709', 'DRUGBANK:DB10344', 'UNII:61ZBX54883']",MONDO:0001942,1,"['DRUGBANK:DB10344', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:131527', 'CHEBI:17234', 'CHEBI:25107', 'CHEBI:32588', 'CHEBI:32954']",UMLS:C4509972,1,[],UMLS:C4509972,missing_disease
"['CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32029', 'CHEBI:32599', 'CHEBI:3309']",UMLS:C4509972,1,[],UMLS:C4509972,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049392,1,[],UMLS:C4049392,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049395,1,[],UMLS:C4049395,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049418,1,[],UMLS:C4049418,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049420,1,[],UMLS:C4049420,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049431,1,[],UMLS:C4049431,missing_disease
"['CHEBI:133009', 'CHEBI:85083']",UMLS:C4049435,1,[],UMLS:C4049435,missing_disease
"['CHEBI:133021', 'CHEBI:76612']",UMLS:C5395609,1,[],UMLS:C5395609,missing_disease
"['CHEBI:133538', 'CHEBI:137228', 'CHEBI:15614', 'CHEBI:15971', 'CHEBI:16530', 'CHEBI:16857', 'CHEBI:17895', 'CHEBI:30851', 'CHEBI:48430']",UMLS:C2930544,1,[],UMLS:C2930544,missing_disease
"['CHEBI:133538', 'CHEBI:15428', 'CHEBI:15603', 'CHEBI:15971', 'CHEBI:16414', 'CHEBI:16449', 'CHEBI:16467', 'CHEBI:16811', 'CHEBI:16811', 'CHEBI:16828', 'CHEBI:16857', 'CHEBI:17115', 'CHEBI:17191', 'CHEBI:17295', 'CHEBI:17895', 'CHEBI:25107', 'CHEBI:26271', 'CHEBI:26710', 'CHEBI:3312', 'CHEBI:78320']",UMLS:C2585811,1,[],UMLS:C2585811,missing_disease
"['CHEBI:133538', 'CHEBI:15603', 'CHEBI:15971', 'CHEBI:16414', 'CHEBI:16811', 'CHEBI:16828', 'CHEBI:16857', 'CHEBI:17191', 'CHEBI:17295']",UMLS:C0542211,1,[],UMLS:C0542211,missing_disease
"['CHEBI:134699', 'CHEBI:15765', 'CHEBI:39585']",MONDO:0008364,1,['CHEBI:39585'],,missing_drug
"['CHEBI:134718', 'CHEBI:15765', 'CHEBI:39585']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:134719', 'CHEBI:9421']",UMLS:C2189270,1,[],UMLS:C2189270,missing_disease
"['CHEBI:134719', 'CHEBI:9421']",UMLS:C4727977,1,[],UMLS:C4727977,missing_disease
"['CHEBI:134726', 'CHEBI:15765', 'CHEBI:39585']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:134743', 'CHEBI:63580', 'UNII:G8RGG88B68']",UMLS:C4049392,1,[],UMLS:C4049392,missing_disease
"['CHEBI:134743', 'CHEBI:63580', 'UNII:G8RGG88B68']",UMLS:C4049431,1,[],UMLS:C4049431,missing_disease
"['CHEBI:134743', 'CHEBI:63580', 'UNII:Q46947FE7K']",UMLS:C4049392,1,[],UMLS:C4049392,missing_disease
"['CHEBI:134743', 'CHEBI:63580', 'UNII:Q46947FE7K']",UMLS:C4049431,1,[],UMLS:C4049431,missing_disease
"['CHEBI:134743', 'CHEBI:85083']",UMLS:C4049392,1,[],UMLS:C4049392,missing_disease
"['CHEBI:134753', 'CHEBI:28939']",UMLS:C0342398,0,[],UMLS:C0342398,missing_disease
"['CHEBI:134761', 'CHEBI:88839']",UMLS:C0856716,0,[],UMLS:C0856716,missing_disease
"['CHEBI:134813', 'CHEBI:52010', 'CHEBI:8093']",UMLS:C2317131,1,[],UMLS:C2317131,missing_disease
"['CHEBI:134850', 'CHEBI:17439']",UMLS:C0948998,0,[],UMLS:C0948998,missing_disease
"['CHEBI:134850', 'CHEBI:17439']",UMLS:C1996939,0,[],UMLS:C1996939,missing_disease
"['CHEBI:134850', 'CHEBI:17439', 'CHEBI:31749', 'CHEBI:41879', 'CHEBI:6456']",UMLS:C0543612,1,[],UMLS:C0543612,missing_disease
"['CHEBI:134850', 'CHEBI:31749']",UMLS:C0948998,0,[],UMLS:C0948998,missing_disease
"['CHEBI:134850', 'CHEBI:31749']",UMLS:C1996939,0,[],UMLS:C1996939,missing_disease
"['CHEBI:134850', 'CHEBI:41879']",UMLS:C0948998,0,[],UMLS:C0948998,missing_disease
"['CHEBI:134850', 'CHEBI:41879']",UMLS:C1996939,0,[],UMLS:C1996939,missing_disease
"['CHEBI:134850', 'CHEBI:6456']",UMLS:C0948998,0,[],UMLS:C0948998,missing_disease
"['CHEBI:134850', 'CHEBI:6456']",UMLS:C1996939,0,[],UMLS:C1996939,missing_disease
"['CHEBI:134880', 'CHEBI:39585']",MONDO:0020128,1,['CHEBI:39585'],,missing_drug
"['CHEBI:135096', 'CHEBI:16914']",UMLS:C1271063,0,[],UMLS:C1271063,missing_disease
"['CHEBI:135096', 'CHEBI:16914']",UMLS:C2609048,1,[],UMLS:C2609048,missing_disease
"['CHEBI:135285', 'CHEBI:6801']",UMLS:C0862906,1,[],UMLS:C0862906,missing_disease
"['CHEBI:135285', 'CHEBI:6801']",UMLS:C3838797,1,[],UMLS:C3838797,missing_disease
"['CHEBI:135446', 'CHEBI:8389']",UMLS:C0559162,0,[],UMLS:C0559162,missing_disease
"['CHEBI:135446', 'CHEBI:8389']",UMLS:C1261367,0,[],UMLS:C1261367,missing_disease
"['CHEBI:135446', 'CHEBI:8389']",UMLS:C1277190,0,[],UMLS:C1277190,missing_disease
"['CHEBI:135492', 'CHEBI:50156']",UMLS:C0851300,1,[],UMLS:C0851300,missing_disease
"['CHEBI:135499', 'CHEBI:9671']",UMLS:C0851300,1,[],UMLS:C0851300,missing_disease
"['CHEBI:135499', 'CHEBI:9671']",UMLS:C1142529,0,[],UMLS:C1142529,missing_disease
"['CHEBI:135523', 'CHEBI:15354']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:135538', 'CHEBI:22652', 'CHEBI:46195']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:135538', 'CHEBI:5088']",UMLS:C0853509,1,[],UMLS:C0853509,missing_disease
"['CHEBI:135538', 'CHEBI:5088']",UMLS:C0863151,1,[],UMLS:C0863151,missing_disease
"['CHEBI:135538', 'CHEBI:5088']",UMLS:C4041537,1,[],UMLS:C4041537,missing_disease
"['CHEBI:135547', 'CHEBI:94773']",UMLS:C1290992,1,[],UMLS:C1290992,missing_disease
"['CHEBI:135563', 'CHEBI:4903']",EFO:0004340,1,[],EFO:0004340,missing_disease
"['CHEBI:135598', 'CHEBI:33353']",UMLS:C0852149,1,[],UMLS:C0852149,missing_disease
"['CHEBI:135611', 'CHEBI:17824']",UMLS:C0178808,1,[],UMLS:C0178808,missing_disease
"['CHEBI:135611', 'CHEBI:36560', 'CHEBI:39561']",UMLS:C0086196,1,[],UMLS:C0086196,missing_disease
"['CHEBI:135611', 'CHEBI:39561']",UMLS:C0043255,1,[],UMLS:C0043255,missing_disease
"['CHEBI:135611', 'CHEBI:41872']",UMLS:C0729771,1,[],UMLS:C0729771,missing_disease
"['CHEBI:135611', 'Error']",MONDO:0018076,0,['Error'],,missing_drug
"['CHEBI:135611', 'Error']",UMLS:C0948998,0,['Error'],UMLS:C0948998,missing_drug+missing_disease
"['CHEBI:135642', 'CHEBI:31498']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:135735', 'CHEBI:135849']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:135735', 'CHEBI:135849']",UMLS:C1998297,0,[],UMLS:C1998297,missing_disease
"['CHEBI:135735', 'CHEBI:135849']",UMLS:C2585811,0,[],UMLS:C2585811,missing_disease
"['CHEBI:135735', 'CHEBI:135849']",UMLS:C4708664,0,[],UMLS:C4708664,missing_disease
"['CHEBI:135735', 'CHEBI:601027']",UMLS:C1802373,0,[],UMLS:C1802373,missing_disease
"['CHEBI:135780', 'CHEBI:49575']",UMLS:C4728126,1,[],UMLS:C4728126,missing_disease
"['CHEBI:136042', 'CHEBI:2376', 'CHEBI:6935']",UniProtKB:A0A8D1N440,1,[],UniProtKB:A0A8D1N440,missing_disease
"['CHEBI:136042', 'CHEBI:6801']",UniProtKB:A0A8D1N440,1,[],UniProtKB:A0A8D1N440,missing_disease
"['CHEBI:142773', 'CHEBI:50838']",UMLS:C0337664,0,[],UMLS:C0337664,missing_disease
"['CHEBI:142773', 'CHEBI:50838']",UniProtKB:A0A4X1SKS6,0,[],UniProtKB:A0A4X1SKS6,missing_disease
"['CHEBI:145994', 'CHEBI:95341']",UMLS:C0748061,1,[],UMLS:C0748061,missing_disease
"['CHEBI:15354', 'CHEBI:27732']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15354', 'CHEBI:4470', 'CHEBI:5551', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15354', 'CHEBI:4636', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15354', 'CHEBI:5551', 'CHEBI:8093']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:22652']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:27732', 'CHEBI:46195']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:27732', 'CHEBI:46195']",UMLS:C1698508,1,[],UMLS:C1698508,missing_disease
"['CHEBI:15365', 'CHEBI:30769', 'CHEBI:32139']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:32139']",UMLS:C0851976,1,[],UMLS:C0851976,missing_disease
"['CHEBI:15365', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0340288,1,[],UMLS:C0340288,missing_disease
"['CHEBI:15365', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C0423719,1,[],UMLS:C0423719,missing_disease
"['CHEBI:15365', 'CHEBI:33130', 'CHEBI:6637']",UMLS:C1095929,1,[],UMLS:C1095929,missing_disease
"['CHEBI:15365', 'CHEBI:38545']",UMLS:C1996962,1,[],UMLS:C1996962,missing_disease
"['CHEBI:15365', 'CHEBI:50690']",UMLS:C0919822,1,[],UMLS:C0919822,missing_disease
"['CHEBI:15365', 'CHEBI:50690']",UMLS:C4324389,1,[],UMLS:C4324389,missing_disease
"['CHEBI:15365', 'CHEBI:51173']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:51209']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15365', 'CHEBI:9588']",UMLS:C3889030,1,[],UMLS:C3889030,missing_disease
"['CHEBI:15366', 'CHEBI:15366', 'CHEBI:30136', 'UNII:80EHD8I43D']",UMLS:C0740437,1,[],UMLS:C0740437,missing_disease
"['CHEBI:15366', 'CHEBI:17650']",UMLS:C0740437,1,[],UMLS:C0740437,missing_disease
"['CHEBI:15367', 'CHEBI:16199']",UMLS:C0851421,1,[],UMLS:C0851421,missing_disease
"['CHEBI:15377', 'UNII:LIA7Z4002P']",UMLS:C1112142,1,[],UMLS:C1112142,missing_disease
"['CHEBI:15377', 'UNII:LIA7Z4002P']",UniProtKB:A0A8D0YGK4,1,[],UniProtKB:A0A8D0YGK4,missing_disease
"['CHEBI:15407', 'CHEBI:15409', 'CHEBI:31292', 'CHEBI:3614', 'CHEBI:36560', 'CHEBI:9468', 'UNII:FGL8577C9S']",MONDO:0004872,1,['UNII:FGL8577C9S'],,missing_drug
"['CHEBI:15407', 'CHEBI:4470', 'CHEBI:46195', 'CHEBI:51380']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15407', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:15409', 'CHEBI:27607', 'CHEBI:31832', 'CHEBI:36560', 'Error', 'UNII:2R04ONI662']",HP:0000989,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:27607', 'CHEBI:31832', 'CHEBI:36560', 'Error', 'UNII:2R04ONI662']",HP:0410339,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:27961', 'CHEBI:28093', 'CHEBI:36740', 'CHEBI:3830', 'CHEBI:50025', 'PUBCHEM.COMPOUND:6986']",UMLS:C1802373,1,[],UMLS:C1802373,missing_disease
"['CHEBI:15409', 'CHEBI:27961', 'CHEBI:36773', 'CHEBI:9599', 'Error', 'Error', 'UNII:XJ6RUH0O4G']",MONDO:0005709,1,"['Error', 'Error']",,missing_drug
"['CHEBI:15409', 'CHEBI:31206', 'CHEBI:4636']",UMLS:C0264222,1,[],UMLS:C0264222,missing_disease
"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C2609048,1,[],UMLS:C2609048,missing_disease
"['CHEBI:15409', 'CHEBI:33130', 'UNII:FML8G1U0Y3']",NCIT:C78213,1,[],NCIT:C78213,missing_disease
"['CHEBI:15409', 'CHEBI:3374', 'CHEBI:36773', 'CHEBI:88839']",UMLS:C0877023,1,[],UMLS:C0877023,missing_disease
"['CHEBI:15409', 'CHEBI:34918', 'Error']",HP:0002027,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:34918', 'Error']",HP:0003270,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:34918', 'Error']",HP:0011848,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:34918', 'Error']",UMLS:C0267167,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:34918', 'Error']",UMLS:C0947873,1,['Error'],UMLS:C0947873,missing_drug+missing_disease
"['CHEBI:15409', 'CHEBI:36773', 'DRUGBANK:DB10897', 'Error', 'UNII:2R04ONI662']",HP:0003418,1,"['DRUGBANK:DB10897', 'Error']",,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'DRUGBANK:DB11338', 'Error']",HP:0003326,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",HP:0003326,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",HP:0003418,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",HP:0005986,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",HP:0009742,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",MONDO:0005578,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",UMLS:C0009938,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:36773', 'Error', 'UNII:2R04ONI662']",UMLS:C0038045,1,['Error'],,missing_drug
"['CHEBI:15409', 'CHEBI:8378', 'UNII:5EL163606Q', 'UNII:NQ14646378']",UMLS:C4286025,1,[],UMLS:C4286025,missing_disease
"['CHEBI:15409', 'DRUGBANK:DB11338', 'UNII:2R04ONI662']",UMLS:C0278138,1,[],UMLS:C0278138,missing_disease
"['CHEBI:15409', 'Error']",MONDO:0012511,0,['Error'],,missing_drug
"['CHEBI:15409', 'Error']",UMLS:C0332798,0,['Error'],,missing_drug
"['CHEBI:15428', 'CHEBI:21557']",UMLS:C0851439,1,[],UMLS:C0851439,missing_disease
"['CHEBI:15603', 'CHEBI:16414', 'CHEBI:17191']",UMLS:C0393642,1,[],UMLS:C0393642,missing_disease
"['CHEBI:15603', 'CHEBI:16414', 'CHEBI:17191']",UMLS:C1704207,1,[],UMLS:C1704207,missing_disease
"['CHEBI:15640', 'CHEBI:15641', 'CHEBI:15908', 'CHEBI:16238', 'CHEBI:16908', 'CHEBI:17750', 'CHEBI:18303', 'CHEBI:18405', 'CHEBI:18408', 'CHEBI:185218', 'CHEBI:27470', 'UNII:0N1G678593', 'UNII:8B4OP7RK5N', 'UNII:9TI35313XW']",MONDO:0004574,1,"['UNII:0N1G678593', 'UNII:8B4OP7RK5N']",,missing_drug
"['CHEBI:15640', 'CHEBI:15641', 'CHEBI:15908', 'CHEBI:16238', 'CHEBI:16908', 'CHEBI:17750', 'CHEBI:18303', 'CHEBI:18405', 'CHEBI:18408', 'CHEBI:185218', 'CHEBI:27470', 'UNII:0N1G678593', 'UNII:8B4OP7RK5N', 'UNII:9TI35313XW']",MONDO:0008228,1,"['UNII:0N1G678593', 'UNII:8B4OP7RK5N']",,missing_drug
"['CHEBI:15640', 'CHEBI:29034']",UMLS:C0156847,1,[],UMLS:C0156847,missing_disease
"['CHEBI:15640', 'CHEBI:29034']",UMLS:C0271930,1,[],UMLS:C0271930,missing_disease
"['CHEBI:15641', 'CHEBI:17439', 'DRUGBANK:DB14276']",MONDO:0034212,1,['DRUGBANK:DB14276'],,missing_drug
"['CHEBI:15676', 'CHEBI:17754', 'DRUGBANK:DB14139']",HP:0030161,1,['DRUGBANK:DB14139'],,missing_drug
"['CHEBI:15676', 'CHEBI:17754', 'DRUGBANK:DB14139']",MONDO:0002769,1,['DRUGBANK:DB14139'],,missing_drug
"['CHEBI:15676', 'CHEBI:28304', 'DRUGBANK:DB10548']",HP:0100699,1,['DRUGBANK:DB10548'],,missing_drug
"['CHEBI:15765', 'CHEBI:2618', 'CHEBI:39585']",MONDO:0008364,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585']",MONDO:0001945,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585']",MONDO:0005391,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585']",MONDO:0015609,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585']",MONDO:0017638,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585', 'CHEBI:4798']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585', 'CHEBI:4798']",UMLS:C0521984,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585', 'CHEBI:63617']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585', 'CHEBI:63630']",MONDO:0005180,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15765', 'CHEBI:39585', 'CHEBI:9086']",MONDO:0014231,1,['CHEBI:39585'],,missing_drug
"['CHEBI:15854', 'CHEBI:4470']",UMLS:C2316460,1,[],UMLS:C2316460,missing_disease
"['CHEBI:15940', 'CHEBI:15956']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:16709']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:17015']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:18067']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:18145']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:18385']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:22652']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:27300']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:27373']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:27470']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:30411']",UMLS:C0342951,0,[],UMLS:C0342951,missing_disease
"['CHEBI:15940', 'CHEBI:94731']",UMLS:C4708664,0,[],UMLS:C4708664,missing_disease
"['CHEBI:15940', 'UNII:JTL8B7TVW7']",UMLS:C0342951,0,['UNII:JTL8B7TVW7'],UMLS:C0342951,missing_drug+missing_disease
"['CHEBI:15956', 'CHEBI:28659']",UMLS:C0573813,0,[],UMLS:C0573813,missing_disease
"['CHEBI:16015', 'CHEBI:31206', 'CHEBI:32588', 'UNII:3A3U0GI71G']",UMLS:C1802373,1,[],UMLS:C1802373,missing_disease
"['CHEBI:16015', 'DRUGBANK:DB13198']",UMLS:C0947873,1,[],UMLS:C0947873,missing_disease
"['CHEBI:16080', 'CHEBI:49575']",UMLS:C0948391,1,[],UMLS:C0948391,missing_disease
"['CHEBI:16134', 'CHEBI:173313', 'Error', 'UNII:61ZBX54883']",HP:0012735,1,"['Error', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:16134', 'CHEBI:173313', 'Error', 'UNII:61ZBX54883']",MONDO:0003781,1,"['Error', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:16134', 'CHEBI:173313', 'Error', 'UNII:61ZBX54883']",MONDO:0005709,1,"['Error', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:16134', 'CHEBI:173313', 'Error', 'UNII:61ZBX54883']",UBERON:0016552,1,"['Error', 'UNII:61ZBX54883']",,missing_drug
"['CHEBI:16199', 'CHEBI:16914']",UMLS:C5441647,1,[],UMLS:C5441647,missing_disease
"['CHEBI:16199', 'CHEBI:17650']",UMLS:C4286025,1,[],UMLS:C4286025,missing_disease
"['CHEBI:16199', 'CHEBI:17650']",UMLS:C5441647,1,[],UMLS:C5441647,missing_disease
"['CHEBI:16217', 'CHEBI:30769', 'CHEBI:31793']",UMLS:C0685844,1,[],UMLS:C0685844,missing_disease
"['CHEBI:16236', 'CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']",HP:0012735,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:16236', 'CHEBI:184335', 'CHEBI:4470', 'UNII:61ZBX54883']",HP:0033050,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:16236', 'CHEBI:30769', 'CHEBI:51380', 'CHEBI:5779', 'UNII:2Y6VQU63E8']",HP:0012735,1,['UNII:2Y6VQU63E8'],,missing_drug
"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']",HP:0012735,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']",MONDO:0005607,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:16236', 'CHEBI:4470', 'UNII:61ZBX54883']",MONDO:0005709,1,['UNII:61ZBX54883'],,missing_drug
"['CHEBI:16283', 'CHEBI:7916']",UMLS:C3854354,1,[],UMLS:C3854354,missing_disease
"['CHEBI:16335', 'DRUGBANK:DB14256', 'UNII:L4EL31FWIL']",UMLS:C0424499,1,[],UMLS:C0424499,missing_disease
"['CHEBI:16336', 'CHEBI:17754', 'UNII:K679OBS311']",UMLS:C0234655,1,[],UMLS:C0234655,missing_disease
"['CHEBI:16336', 'CHEBI:31933']",UMLS:C0339164,1,[],UMLS:C0339164,missing_disease
"['CHEBI:16347', 'CHEBI:46245', 'Error']",MONDO:0011438,1,['Error'],,missing_drug
"['CHEBI:16347', 'Error']",EFO:0004338,1,['Error'],,missing_drug
"['CHEBI:16347', 'Error']",MONDO:0005452,1,['Error'],,missing_drug
"['CHEBI:16347', 'Error']",MONDO:0011122,1,['Error'],,missing_drug
"['CHEBI:164200', 'CHEBI:34393']",UMLS:C0011593,1,[],UMLS:C0011593,missing_disease
"['CHEBI:164200', 'PUBCHEM.COMPOUND:71586946']",UMLS:C3875026,1,[],UMLS:C3875026,missing_disease
"['CHEBI:16469', 'CHEBI:50742']",UMLS:C0747771,1,[],UMLS:C0747771,missing_disease
