primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label
['DRUGBANK:DB09153'],"['DRUGBANK:DB00761', 'DRUGBANK:DB01390']",MONDO:0000440,['CHEBI:26710'],['Sodium chloride'],"['CHEBI:32588', 'CHEBI:32139']","['Potassium chloride', 'CID 22590783']"
['DRUGBANK:DB01415'],['DRUGBANK:DB00766'],UMLS:C0041912,['CHEBI:3510'],['Ceftibuten'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB00085'],"['DRUGBANK:DB11074', 'DRUGBANK:DB09512']",NCIT:C34887,['UMLS:C0111046'],['Creon'],"['CHEBI:31498', 'CHEBI:31498']","['Simethicone', 'Simethicone']"
['DRUGBANK:DB09449'],"['DRUGBANK:DB00761', 'DRUGBANK:DB09153', 'DRUGBANK:DB04398', 'DRUGBANK:DB14502']",MONDO:0000440,['CHEBI:34683'],['CID 58592228'],"['CHEBI:32588', 'CHEBI:26710', 'CHEBI:78320', 'CHEBI:34683']","['Potassium chloride', 'Sodium chloride', 'Lactic acid', 'CID 58592228']"
['DRUGBANK:DB00316'],"['DRUGBANK:DB00835', 'DRUGBANK:DB09019', 'DRUGBANK:DB00388', 'DRUGBANK:DB00874']",MONDO:0005709,['CHEBI:46195'],['Acetaminophen'],"['CHEBI:3183', 'CHEBI:77032', 'CHEBI:8093', 'CHEBI:5551']","['Brompheniramine', 'Bromhexine', 'Phenylephrine', 'Guaifenesin']"
['DRUGBANK:DB01114'],['DRUGBANK:DB13800'],MONDO:0005709,['CHEBI:52010'],['chlorphenamine'],['CHEBI:81717'],['Calcium levulinate']
['DRUGBANK:DB00874'],"['DRUGBANK:DB00397', 'DRUGBANK:DB00514']",MONDO:0005709,['CHEBI:5551'],['Guaifenesin'],"['PUBCHEM.COMPOUND:4786', 'CHEBI:4470']","['Phenylpropanolamine', 'Dextromethorphan']"
['DRUGBANK:DB01114'],['DRUGBANK:DB00397'],MONDO:0005709,['CHEBI:52010'],['chlorphenamine'],['PUBCHEM.COMPOUND:4786'],['Phenylpropanolamine']
['DRUGBANK:DB00388'],"['DRUGBANK:DB00874', 'DRUGBANK:DB00514']",MONDO:0005709,['CHEBI:8093'],['Phenylephrine'],"['CHEBI:5551', 'CHEBI:4470']","['Guaifenesin', 'Dextromethorphan']"
['DRUGBANK:DB00860'],"['DRUGBANK:DB11341', 'DRUGBANK:DB15886', 'DRUGBANK:DB00825']",MONDO:0004872,['CHEBI:8378'],['Prednisolone'],"['UNII:NQ14646378', 'UNII:5EL163606Q', 'CHEBI:25187']","['Ichthammol', 'Carvasept', 'Menthol']"
['DRUGBANK:DB00804'],['DRUGBANK:DB09512'],MONDO:0005725,['CHEBI:4514'],['Dicyclomine'],['CHEBI:31498'],['Simethicone']
['DRUGBANK:DB06715'],['DRUGBANK:DB00451'],MONDO:0002108,['CHEBI:8346'],['Potassium Iodide'],['CHEBI:18332'],['Levothyroxine']
['DRUGBANK:DB09512'],['DRUGBANK:DB00804'],MONDO:0005725,['CHEBI:31498'],['Simethicone'],['CHEBI:4514'],['Dicyclomine']
['DRUGBANK:DB00316'],['DRUGBANK:DB00852'],UMLS:C0264222,['CHEBI:46195'],['Acetaminophen'],['CHEBI:51209'],['Pseudoephedrine']
['DRUGBANK:DB09154'],"['DRUGBANK:DB01075', 'DRUGBANK:DB00514']",MONDO:0005271,['CHEBI:30769'],['Citric acid'],"['CHEBI:4636', 'CHEBI:4470']","['Diphenhydramine', 'Dextromethorphan']"
['DRUGBANK:DB11235'],"['DRUGBANK:DB00514', 'DRUGBANK:DB00388']",MONDO:0005271,['CHEBI:104017'],['Thonzylamine'],"['CHEBI:4470', 'CHEBI:8093']","['Dextromethorphan', 'Phenylephrine']"
['DRUGBANK:DB00835'],['DRUGBANK:DB00126'],MONDO:0005271,['CHEBI:3183'],['Brompheniramine'],['CHEBI:22652'],['Ascorbic acid']
['DRUGBANK:DB11114'],['DRUGBANK:DB14156'],UMLS:C0281856,['UNII:2R04ONI662'],['Eucalyptus oil'],['CHEBI:36773'],['camphor']
['DRUGBANK:DB14487'],['DRUGBANK:DB09345'],NCIT:C121616,['CHEBI:62984'],['Zinc acetate'],['CHEBI:8357'],['Pramocaine']
['DRUGBANK:DB09074'],['DRUGBANK:DB00112'],UMLS:C0863127,['CHEBI:83766'],['Olaparib'],['UMLS:C0796392'],['bevacizumab']
['DRUGBANK:DB09074'],['DRUGBANK:DB00112'],UMLS:C0863127,['CHEBI:83766'],['Olaparib'],['UMLS:C0796392'],['bevacizumab']
['DRUGBANK:DB01010'],['DRUGBANK:DB00572'],HP:0002791,['CHEBI:251408'],['Edrophonium'],['CHEBI:92712'],['ENDO-ATROPINE']
['DRUGBANK:DB00366'],['DRUGBANK:DB00165'],HP:0002018,['CHEBI:51380'],['Doxylamine'],['CHEBI:27306'],['vitamin B6']
['DRUGBANK:DB01234'],"['DRUGBANK:DB00994', 'DRUGBANK:DB00781']",UMLS:C0015404,['CHEBI:41879'],['Dexamethasone'],"['CHEBI:7507', 'CHEBI:8310']","['Framycetin', 'Polymyxin B']"
['DRUGBANK:DB00381'],['DRUGBANK:DB01098'],UMLS:C0522060,['CHEBI:2668'],['Amlodipine'],['CHEBI:38545'],['Rosuvastatin']
['DRUGBANK:DB09078'],['DRUGBANK:DB09037'],NCIT:C137827,['CHEBI:85994'],['Lenvatinib'],['UNII:DPT0O3T46P'],['Pembrolizumab']
['DRUGBANK:DB00916'],"['DRUGBANK:DB00438', 'DRUGBANK:DB09060']",MONDO:0018944,['CHEBI:6909'],['Metronidazole'],"['CHEBI:3508', 'CHEBI:85984']","['Ceftazidime', 'Avibactam']"
['DRUGBANK:DB00028'],['DRUGBANK:DB06205'],HP:0005363,['MESH:C558471'],['Hizentra'],['UMLS:C1699394'],['Hylenex']
['DRUGBANK:DB08870'],"['DRUGBANK:DB00997', 'DRUGBANK:DB00570', 'DRUGBANK:DB00851']",UMLS:C0855068,['UNII:7XL5ISS668'],['Adcetris'],"['CHEBI:28748', 'UNII:5V9KLZ54CY', 'CHEBI:177836']","['Doxorubicin', 'Vinblastine', 'Dacarbazine']"
['DRUGBANK:DB00999'],['DRUGBANK:DB00421'],NCIT:C162704,['CHEBI:5778'],['Hydrochlorothiazide'],['CHEBI:9241'],['Spironolactone']
['DRUGBANK:DB09053'],['DRUGBANK:DB11581'],UMLS:C5395609,['CHEBI:76612'],['Ibrutinib'],['CHEBI:133021'],['Venetoclax']
['DRUGBANK:DB00319'],['DRUGBANK:DB01606'],UMLS:C0694549,['CHEBI:8232'],['Piperacillin'],['CHEBI:9421'],['Tazobactam']
['DRUGBANK:DB00482'],['DRUGBANK:DB00193'],UniProtKB:A0A8D0SEZ5,['CHEBI:41423'],['Celecoxib'],['CHEBI:75722'],['Tramadol']
['DRUGBANK:DB09061'],['DRUGBANK:DB00470'],UMLS:C0278139,['CHEBI:69478'],['Cannabidiol'],['CHEBI:66964'],['Dronabinol']
['DRUGBANK:DB09061'],['DRUGBANK:DB00470'],UMLS:C0278139,['CHEBI:69478'],['Cannabidiol'],['CHEBI:66964'],['Dronabinol']
['DRUGBANK:DB00535'],['DRUGBANK:DB00766'],MONDO:0021201,['CHEBI:3485'],['Cefdinir'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB00535'],['DRUGBANK:DB00766'],MONDO:0021201,['CHEBI:3485'],['Cefdinir'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB00878'],['DRUGBANK:DB00712'],UMLS:C0852882,['CHEBI:3614'],['Chlorhexidine'],['CHEBI:5130'],['Flurbiprofen']
['DRUGBANK:DB00741'],['DRUGBANK:DB03166'],MONDO:0004795,['CHEBI:17650'],['Hydrocortisone'],['CHEBI:15366'],['Acetic acid']
['DRUGBANK:DB11817'],['DRUGBANK:DB14761'],UMLS:C0748061,['CHEBI:95341'],['Baricitinib'],['CHEBI:145994'],['Remdesivir']
['DRUGBANK:DB16393'],['DRUGBANK:DB16394'],UNII:JSV288Q5CV,['UMLS:C5432263'],['cilgavimab'],['UMLS:C5432264'],['tixagevimab']
['DRUGBANK:DB16394'],['DRUGBANK:DB16393'],MONDO:0005821,['UMLS:C5432264'],['tixagevimab'],['UMLS:C5432263'],['cilgavimab']
['DRUGBANK:DB18740'],"['DRUGBANK:DB16479', 'DRUGBANK:DB12768']",MONDO:0004641,['UMLS:C3658787'],['ALT-803'],"['UMLS:C5439902', 'UMLS:C0004886']","['Inbakicept', 'BCG Vaccine']"
['DRUGBANK:DB16695'],"['DRUGBANK:DB00642', 'DRUGBANK:DB00958']",UMLS:C5395609,['UNII:0JSR7Z0NB6'],['Amivantamab'],"['CHEBI:63616', 'CHEBI:31355']","['Pemetrexed', 'Carboplatin']"
['DRUGBANK:DB15043'],"['DRUGBANK:DB00441', 'DRUGBANK:DB00515']",MONDO:0015459,['UMLS:C4329337'],['TAB 001'],"['CHEBI:175901', 'CHEBI:27899']","['Gemcitabine', 'Cisplatin']"
['DRUGBANK:DB09536'],"['DRUGBANK:DB09321', 'DRUGBANK:DB11341', 'DRUGBANK:DB11111']",NCIT:C111970,['CHEBI:32234'],['Titanium dioxide'],"['CHEBI:36560', 'UNII:NQ14646378', 'DRUGBANK:DB11111']","['Zinc oxide', 'Ichthammol', 'Witch hazel']"
['DRUGBANK:DB00956'],['DRUGBANK:DB01114'],MONDO:0005709,['CHEBI:5779'],['Hydrocodone'],['CHEBI:52010'],['chlorphenamine']
['DRUGBANK:DB01060'],['DRUGBANK:DB00766'],MONDO:0005230,['CHEBI:2676'],['Amoxicillin'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB12834'],['DRUGBANK:DB00196'],MONDO:0002026,['CHEBI:140628'],['Secnidazole'],['CHEBI:46081'],['Fluconazole']
['DRUGBANK:DB06290'],"['DRUGBANK:DB00022', 'DRUGBANK:DB00811']",UMLS:C4049392,['CHEBI:134743'],['Simeprevir'],"['UNII:G8RGG88B68', 'CHEBI:63580']","['Peginterferon alfa-2b', 'Ribavirin']"
['DRUGBANK:DB00201'],"['DRUGBANK:DB00316', 'DRUGBANK:DB13612']",NCIT:C27003,['CHEBI:27732'],['Caffeine'],"['CHEBI:46195', 'UNII:N667F17JP1']","['Acetaminophen', 'Carbaspirin calcium']"
['DRUGBANK:DB13867'],['DRUGBANK:DB00983'],MONDO:0004979,['CHEBI:5134'],['Fluticasone'],['CHEBI:5147'],['Formoterol']
['DRUGBANK:DB00656'],['DRUGBANK:DB00586'],UMLS:C0234251,['CHEBI:9654'],['Trazodone'],['CHEBI:47381'],['Diclofenac']
['DRUGBANK:DB09511'],['DRUGBANK:DB09321'],MONDO:0002406,['CHEBI:32178'],['Talc'],['CHEBI:36560'],['Zinc oxide']
['DRUGBANK:DB04815'],['DRUGBANK:DB00741'],UMLS:C0033775,['CHEBI:74460'],['Clioquinol'],['CHEBI:17650'],['Hydrocortisone']
['DRUGBANK:DB08818'],"['DRUGBANK:DB09462', 'DRUGBANK:DB11059']",NCIT:C187286,['CHEBI:16336'],['Hyaluronic acid'],"['CHEBI:17754', 'UNII:K679OBS311']","['Glycerin', 'Carboxymethylcellulose Sodium']"
['DRUGBANK:DB01001'],['DRUGBANK:DB00874'],MONDO:0004979,['CHEBI:2549'],['Albuterol'],['CHEBI:5551'],['Guaifenesin']
['DRUGBANK:DB08818'],"['DRUGBANK:DB09462', 'DRUGBANK:DB11059']",NCIT:C187286,['CHEBI:16336'],['Hyaluronic acid'],"['CHEBI:17754', 'UNII:K679OBS311']","['Glycerin', 'Carboxymethylcellulose Sodium']"
['DRUGBANK:DB15679'],"['DRUGBANK:DB09321', 'DRUGBANK:DB00281', 'DRUGBANK:DB14539']",UMLS:C0033775,['UNII:FGL8577C9S'],['Aluminum subacetate'],"['CHEBI:36560', 'CHEBI:6456', 'CHEBI:17650']","['Zinc oxide', 'Lidocaine', 'Hydrocortisone']"
['DRUGBANK:DB01410'],['DRUGBANK:DB15784'],MONDO:0004979,['CHEBI:31397'],['Ciclesonide'],['UNII:9810NUL4D1'],['Carmoterol']
['DRUGBANK:DB09543'],"['DRUGBANK:DB00825', 'DRUGBANK:DB00554', 'DRUGBANK:DB09086']",MONDO:0021167,['CHEBI:31832'],['Methyl salicylate'],"['CHEBI:25187', 'CHEBI:8249', 'CHEBI:4917']","['Menthol', 'Piroxicam', 'Eugenol']"
['DRUGBANK:DB05039'],['DRUGBANK:DB00986'],MONDO:0005002,['CHEBI:68575'],['Indacaterol'],['CHEBI:94449'],['Glycopyrronium']
['DRUGBANK:DB11712'],"['DRUGBANK:DB15444', 'DRUGBANK:DB08820']",MONDO:0009061,['UNII:8RW88Y506K'],['Tezacaftor'],"['UNII:RRN67GMB0V', 'CHEBI:66901']","['Elexacaftor', 'Ivacaftor']"
['DRUGBANK:DB08906'],"['DRUGBANK:DB09082', 'DRUGBANK:DB09076']",MONDO:0005002,['CHEBI:5134'],['Fluticasone'],"['CHEBI:75037', 'UNII:GE2T1418SV']","['Vilanterol', 'Umeclidinium']"
['DRUGBANK:DB08820'],"['DRUGBANK:DB15444', 'DRUGBANK:DB11712']",MONDO:0009061,['CHEBI:66901'],['Ivacaftor'],"['UNII:RRN67GMB0V', 'UNII:8RW88Y506K']","['Elexacaftor', 'Tezacaftor']"
['DRUGBANK:DB00972'],['DRUGBANK:DB00588'],MONDO:0005091,['CHEBI:2950'],['Azelastine'],['CHEBI:5134'],['Fluticasone']
['DRUGBANK:DB00938'],['DRUGBANK:DB00588'],MONDO:0005002,['CHEBI:64064'],['Salmeterol'],['CHEBI:5134'],['Fluticasone']
['DRUGBANK:DB00983'],['DRUGBANK:DB00986'],MONDO:0005002,['CHEBI:5147'],['Formoterol'],['CHEBI:94449'],['Glycopyrronium']
['DRUGBANK:DB08801'],['DRUGBANK:DB00388'],MONDO:0005441,['CHEBI:135222'],['Dimetindene'],['CHEBI:8093'],['Phenylephrine']
['DRUGBANK:DB00388'],"['DRUGBANK:DB00126', 'DRUGBANK:DB00316']",MONDO:0005002,['CHEBI:8093'],['Phenylephrine'],"['CHEBI:22652', 'CHEBI:46195']","['Ascorbic acid', 'Acetaminophen']"
['DRUGBANK:DB14539'],"['DRUGBANK:DB00994', 'DRUGBANK:DB00741']",MONDO:0004773,['CHEBI:17650'],['Hydrocortisone'],"['CHEBI:7507', 'CHEBI:17650']","['Framycetin', 'Hydrocortisone']"
['DRUGBANK:DB00852'],"['DRUGBANK:DB00427', 'DRUGBANK:DB00874']",UMLS:C0152029,['CHEBI:51209'],['Pseudoephedrine'],"['CHEBI:84116', 'CHEBI:5551']","['Triprolidine', 'Guaifenesin']"
['DRUGBANK:DB00448'],"['DRUGBANK:DB01060', 'DRUGBANK:DB01211']",MONDO:0005412,['CHEBI:6375'],['Lansoprazole'],"['CHEBI:2676', 'CHEBI:3732']","['Amoxicillin', 'Clarithromycin']"
['DRUGBANK:DB14233'],"['DRUGBANK:DB14476', 'DRUGBANK:DB03756', 'DRUGBANK:DB09462', 'DRUGBANK:DB00159']",MONDO:0005137,['UMLS:C0982134'],['egg yolk phospholipids'],"['CHEBI:18145', 'CHEBI:28125', 'CHEBI:17754', 'CHEBI:28364']","['Vitamin E', 'Doconexent', 'Glycerin', 'Icosapent']"
['DRUGBANK:DB13956'],['DRUGBANK:DB09389'],HP:0000869,['CHEBI:16469'],['Estradiol'],['CHEBI:231594'],['Norgestrel']
['DRUGBANK:DB09273'],['DRUGBANK:DB06151'],MONDO:0100470,['CHEBI:94714'],['Doxofylline'],['CHEBI:28939'],['Acetylcysteine']
['DRUGBANK:DB00316'],['DRUGBANK:DB09214'],NCIT:C3244,['CHEBI:46195'],['Acetaminophen'],['CHEBI:76128'],['Dexketoprofen']
['DRUGBANK:DB00936'],['DRUGBANK:DB13882'],NCIT:C3244,['CHEBI:16914'],['Salicylic acid'],['CHEBI:134761'],['Methyl nicotinate']
['DRUGBANK:DB01114'],"['DRUGBANK:DB00388', 'DRUGBANK:DB00316']",MONDO:0024355,['CHEBI:52010'],['chlorphenamine'],"['CHEBI:8093', 'CHEBI:46195']","['Phenylephrine', 'Acetaminophen']"
['DRUGBANK:DB01099'],['DRUGBANK:DB00681'],MONDO:0042233,['CHEBI:5100'],['Flucytosine'],['CHEBI:2682'],['Amphotericin B']
['DRUGBANK:DB11074'],['DRUGBANK:DB08938'],MONDO:0004966,['CHEBI:31498'],['Simethicone'],['UNII:6V88E24N5T'],['Magaldrate']
['DRUGBANK:DB00134'],"['DRUGBANK:DB00168', 'DRUGBANK:DB00151', 'DRUGBANK:DB00146', 'DRUGBANK:DB00152', 'DRUGBANK:DB00161', 'DRUGBANK:DB00126', 'DRUGBANK:DB00173', 'DRUGBANK:DB00118', 'DRUGBANK:DB14015', 'DRUGBANK:DB09394', 'DRUGBANK:DB00135', 'DRUGBANK:DB00150', 'DRUGBANK:DB00121', 'DRUGBANK:DB00157', 'DRUGBANK:DB00123', 'DRUGBANK:DB00162']",MONDO:0001711,['UMLS:C0025646'],['methionine'],"['UMLS:C0003999', 'CHEBI:17561', 'CHEBI:17933', 'CHEBI:18385', 'UMLS:C0042285', 'CHEBI:22652', 'CHEBI:16708', 'UMLS:C0036002', 'CHEBI:26709', 'CHEBI:26078', 'CHEBI:17895', 'CHEBI:16828', 'CHEBI:15956', 'CHEBI:16908', 'CHEBI:133538', 'CHEBI:12777']","['aspartame', 'Cysteine', 'Calcifediol', 'Thiamine', 'valine', 'Ascorbic acid', 'Adenine', 'Ademetionine', 'Sodium bisulfite', 'Phosphoric acid', 'Tyrosine', 'Tryptophan', 'Biotin', 'NADH', 'Lysine', 'Vitamin A']"
['DRUGBANK:DB00316'],"['DRUGBANK:DB00945', 'DRUGBANK:DB00201']",HP:0003326,['CHEBI:46195'],['Acetaminophen'],"['CHEBI:15365', 'CHEBI:27732']","['Aspirin', 'Caffeine']"
['DRUGBANK:DB01744'],"['DRUGBANK:DB03852', 'DRUGBANK:DB09543', 'DRUGBANK:DB00825']",HP:0003326,['CHEBI:36773'],['camphor'],"['PUBCHEM.COMPOUND:2758', 'CHEBI:31832', 'CHEBI:25187']","['cineole', 'Methyl salicylate', 'Menthol']"
['DRUGBANK:DB00825'],"['DRUGBANK:DB11324', 'DRUGBANK:DB11323', 'DRUGBANK:DB14003']",HP:0003326,['CHEBI:25187'],['Menthol'],"['CHEBI:46936', 'CHEBI:86541', 'CHEBI:18145']","['Nonivamide', 'Glycol salicylate', 'Vitamin E']"
['DRUGBANK:DB06654'],"['DRUGBANK:DB00190', 'DRUGBANK:DB01235']",MONDO:0014231,['CHEBI:134718'],['Safinamide'],"['CHEBI:39585', 'CHEBI:15765']","['Carbidopa', 'Levodopa']"
['DRUGBANK:DB01234'],['DRUGBANK:DB00446'],MONDO:0005041,['CHEBI:41879'],['Dexamethasone'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB01037'],"['DRUGBANK:DB00190', 'DRUGBANK:DB01235']",MONDO:0014231,['CHEBI:9086'],['Selegiline'],"['CHEBI:39585', 'CHEBI:15765']","['Carbidopa', 'Levodopa']"
['DRUGBANK:DB10992'],"['DRUGBANK:DB10796', 'DRUGBANK:DB10583', 'DRUGBANK:DB10788', 'DRUGBANK:DB10584', 'DRUGBANK:DB10797', 'DRUGBANK:DB10991', 'DRUGBANK:DB10795', 'DRUGBANK:DB11627']",MONDO:0005526,['UMLS:C2725004'],['pertactin'],"['DRUGBANK:DB10796', 'UMLS:C0305062', 'UMLS:C2725003', 'DRUGBANK:DB09877', 'DRUGBANK:DB10797', 'UMLS:C2725005', 'DRUGBANK:DB10795', 'DRUGBANK:DB11627']","['Poliovirus type 2 antigen (formaldehyde inactivated)', 'Tetanus Toxoid', 'Bordetella pertussis filamentous hemagglutinin vaccine, inactivated', 'Corynebacterium diphtheriae', 'Poliovirus type 3 antigen (formaldehyde inactivated)', 'Bordetella pertussis toxoid vaccine, inactivated', 'Poliovirus type 1 antigen (formaldehyde inactivated)', 'Hepatitis B Vaccine (Recombinant)']"
['DRUGBANK:DB11098'],['DRUGBANK:DB13518'],MONDO:0007186,['CHEBI:81862'],['CID 21185546'],['CHEBI:17548'],['Alginic acid']
['DRUGBANK:DB01117'],['DRUGBANK:DB00207'],MONDO:0005661,['CHEBI:575568'],['Atovaquone'],['CHEBI:2955'],['Azithromycin']
['DRUGBANK:DB00279'],['DRUGBANK:DB00451'],MONDO:0006742,['CHEBI:18258'],['Liothyronine'],['CHEBI:18332'],['Levothyroxine']
['DRUGBANK:DB09462'],"['DRUGBANK:DB04173', 'DRUGBANK:DB09153']",MONDO:0006684,['CHEBI:17754'],['Glycerin'],"['CHEBI:28757', 'CHEBI:26710']","['fructose', 'Sodium chloride']"
['DRUGBANK:DB00316'],"['DRUGBANK:DB00126', 'DRUGBANK:DB13524']",NCIT:C78640,['CHEBI:46195'],['Acetaminophen'],"['CHEBI:22652', 'CHEBI:135538']","['Ascorbic acid', 'Propyphenazone']"
['DRUGBANK:DB00936'],['DRUGBANK:DB00663'],UMLS:C5441647,['CHEBI:16914'],['Salicylic acid'],['CHEBI:34764'],['Flumethasone']
['DRUGBANK:DB10651'],['DRUGBANK:DB00936'],UMLS:C0240382,['DRUGBANK:DB10651'],['Rhubarb'],['CHEBI:16914'],['Salicylic acid']
['DRUGBANK:DB09050'],"['DRUGBANK:DB00916', 'DRUGBANK:DB01606']",MONDO:0002337,['CHEBI:134719'],['Ceftolozane'],"['CHEBI:6909', 'CHEBI:9421']","['Metronidazole', 'Tazobactam']"
['DRUGBANK:DB00525'],['DRUGBANK:DB16005'],MONDO:0004678,['CHEBI:9620'],['Tolnaftate'],['CHEBI:9661'],['Triacetin']
['DRUGBANK:DB00704'],['DRUGBANK:DB01156'],MONDO:0011122,['CHEBI:7465'],['Naltrexone'],['CHEBI:3219'],['Bupropion']
['DRUGBANK:DB15842'],"['DRUGBANK:DB09395', 'DRUGBANK:DB09414', 'DRUGBANK:DB01914', 'DRUGBANK:DB00761', 'DRUGBANK:DB09153']",MONDO:0000440,['CHEBI:114786'],['CID 51000477'],"['CHEBI:32954', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:32588', 'CHEBI:26710']","['Sodium acetate', 'Dipotassium phosphate', 'D-glucose', 'Potassium chloride', 'Sodium chloride']"
['DRUGBANK:DB01114'],['DRUGBANK:DB06764'],MONDO:0005551,['CHEBI:52010'],['chlorphenamine'],['CHEBI:28674'],['Tetryzoline']
['DRUGBANK:DB06710'],['DRUGBANK:DB14003'],UMLS:C1963961,['CHEBI:27436'],['Methyltestosterone'],['CHEBI:18145'],['Vitamin E']
['DRUGBANK:DB01075'],['DRUGBANK:DB06711'],MONDO:0005551,['CHEBI:4636'],['Diphenhydramine'],['CHEBI:93363'],['Naphazoline']
['DRUGBANK:DB14539'],"['DRUGBANK:DB00994', 'DRUGBANK:DB00741']",MONDO:0003085,['CHEBI:17650'],['Hydrocortisone'],"['CHEBI:7507', 'CHEBI:17650']","['Framycetin', 'Hydrocortisone']"
['DRUGBANK:DB00381'],['DRUGBANK:DB01076'],MONDO:0006021,['CHEBI:2668'],['Amlodipine'],['CHEBI:39548'],['Atorvastatin']
['DRUGBANK:DB00620'],['DRUGBANK:DB00586'],MONDO:0006723,['CHEBI:9667'],['Triamcinolone'],['CHEBI:47381'],['Diclofenac']
