primary_drug_id,secondary_drug_id,condition_id_norm,primary_drug_id_norm,primary_drug_id_norm_label,secondary_drug_id_norm,secondary_drug_id_norm_label
['DRUGBANK:DB16000'],['DRUGBANK:DB08940'],UMLS:C1996939,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:31749'],['Kebuzone']
['DRUGBANK:DB16000'],['DRUGBANK:DB08940'],MONDO:0001866,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:31749'],['Kebuzone']
['DRUGBANK:DB16000'],['DRUGBANK:DB08940'],MONDO:0007263,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:31749'],['Kebuzone']
['DRUGBANK:DB16000'],['DRUGBANK:DB00115'],UMLS:C0151664,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:17439'],['Cyanocobalamin']
['DRUGBANK:DB16000'],['DRUGBANK:DB01234'],UMLS:C1996939,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB16000'],['DRUGBANK:DB01234'],MONDO:0001866,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB16000'],['DRUGBANK:DB00115'],MONDO:0007263,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:17439'],['Cyanocobalamin']
['DRUGBANK:DB16000'],['DRUGBANK:DB01234'],UMLS:C0151664,['CHEBI:134850'],['Salicylamide O-acetic acid'],['CHEBI:41879'],['Dexamethasone']
['DRUGBANK:DB16613'],['DRUGBANK:DB00798'],MONDO:0005046,['DRUGBANK:DB16613'],['Equine collagen'],['PUBCHEM.COMPOUND:3467'],['gentamicin']
['DRUGBANK:DB16613'],['DRUGBANK:DB00798'],MONDO:0003900,['DRUGBANK:DB16613'],['Equine collagen'],['PUBCHEM.COMPOUND:3467'],['gentamicin']
['DRUGBANK:DB12235'],['DRUGBANK:DB01395'],HP:0100608,['CHEBI:142773'],['Estetrol'],['CHEBI:50838'],['Drospirenone']
['DRUGBANK:DB09096'],['DRUGBANK:DB01190'],MONDO:0005011,['CHEBI:82405'],['Benzoyl peroxide'],['UNII:3U02EL437C'],['Clindamycin']
['DRUGBANK:DB09096'],['DRUGBANK:DB01190'],MONDO:0000705,['CHEBI:82405'],['Benzoyl peroxide'],['UNII:3U02EL437C'],['Clindamycin']
['DRUGBANK:DB09096'],['DRUGBANK:DB01190'],MONDO:0005101,['CHEBI:82405'],['Benzoyl peroxide'],['UNII:3U02EL437C'],['Clindamycin']
['DRUGBANK:DB13238'],['DRUGBANK:DB06151'],UBERON:0002363,['CHEBI:134753'],['Tuaminoheptane'],['CHEBI:28939'],['Acetylcysteine']
['DRUGBANK:DB13238'],['DRUGBANK:DB06151'],UBERON:0002363,['CHEBI:134753'],['Tuaminoheptane'],['CHEBI:28939'],['Acetylcysteine']
['DRUGBANK:DB09096'],['DRUGBANK:DB01190'],MONDO:0000705,['CHEBI:82405'],['Benzoyl peroxide'],['UNII:3U02EL437C'],['Clindamycin']
['DRUGBANK:DB01301'],['DRUGBANK:DB00446'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB15860'],['DRUGBANK:DB15889'],UMLS:C0267596,['DRUGBANK:DB15860'],['Cassia fistula fruit'],['DRUGBANK:DB15889'],['Senna leaf']
['DRUGBANK:DB01301'],['DRUGBANK:DB01111'],MONDO:0006668,['CHEBI:63334'],['Rolitetracycline'],['UMLS:C0009315'],['colistimethate']
['DRUGBANK:DB15815'],['DRUGBANK:DB11365'],HP:0002027,['DRUGBANK:DB15815'],['Boldo leaf extract'],['UNII:3FYP5M0IJX'],['Sennosides']
['DRUGBANK:DB09375'],['DRUGBANK:DB11193'],MONDO:0001106,['UNII:BVS505O332'],['Chymotrypsin'],['UMLS:C0030346'],['papain']
['DRUGBANK:DB15842'],['DRUGBANK:DB09153'],HP:0100520,['CHEBI:114786'],['CID 51000477'],['CHEBI:26710'],['Sodium chloride']
['DRUGBANK:DB01301'],['DRUGBANK:DB01111'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['UMLS:C0009315'],['colistimethate']
['DRUGBANK:DB01301'],['DRUGBANK:DB00443'],MONDO:0001031,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:3077'],['Betamethasone']
['DRUGBANK:DB13735'],['DRUGBANK:DB00514'],HP:0000119,['CHEBI:85537'],['Sulfogaiacol'],['CHEBI:4470'],['Dextromethorphan']
['DRUGBANK:DB13754'],['DRUGBANK:DB00316'],MONDO:0005267,['CHEBI:134916'],['Mephenoxalone'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB09375'],['DRUGBANK:DB11237'],MONDO:0005271,['UNII:BVS505O332'],['Chymotrypsin'],['CHEBI:9765'],['Trypsin']
['DRUGBANK:DB13312'],['DRUGBANK:DB09238'],MONDO:0010481,['CHEBI:135735'],['Delapril'],['CHEBI:135849'],['Manidipine']
['DRUGBANK:DB09375'],['DRUGBANK:DB11237'],MONDO:0018874,['UNII:BVS505O332'],['Chymotrypsin'],['CHEBI:9765'],['Trypsin']
['DRUGBANK:DB14151'],['DRUGBANK:DB14513'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:25107'],['magnesium atom']
['DRUGBANK:DB09415'],['DRUGBANK:DB00271'],MONDO:0020347,['CHEBI:59732'],['Meglumine'],['CHEBI:53691'],['Diatrizoate']
['DRUGBANK:DB13754'],['DRUGBANK:DB00316'],CHEBI:46195,['CHEBI:134916'],['Mephenoxalone'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB09415'],['DRUGBANK:DB00271'],UMLS:C0436539,['CHEBI:59732'],['Meglumine'],['CHEBI:53691'],['Diatrizoate']
['DRUGBANK:DB13754'],['DRUGBANK:DB00316'],MONDO:0019514,['CHEBI:134916'],['Mephenoxalone'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB13312'],['DRUGBANK:DB09238'],MONDO:0005252,['CHEBI:135735'],['Delapril'],['CHEBI:135849'],['Manidipine']
['DRUGBANK:DB13238'],['DRUGBANK:DB06151'],HP:0032807,['CHEBI:134753'],['Tuaminoheptane'],['CHEBI:28939'],['Acetylcysteine']
['DRUGBANK:DB15821'],['DRUGBANK:DB00527'],MONDO:0019289,['CHEBI:135581'],['Fluocortolone'],['CHEBI:247956'],['Cinchocaine']
['DRUGBANK:DB13754'],['DRUGBANK:DB00316'],MONDO:0001106,['CHEBI:134916'],['Mephenoxalone'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB15860'],['DRUGBANK:DB15889'],HP:0002027,['DRUGBANK:DB15860'],['Cassia fistula fruit'],['DRUGBANK:DB15889'],['Senna leaf']
['DRUGBANK:DB15815'],['DRUGBANK:DB11365'],UMLS:C0267596,['DRUGBANK:DB15815'],['Boldo leaf extract'],['UNII:3FYP5M0IJX'],['Sennosides']
['DRUGBANK:DB01301'],['DRUGBANK:DB00443'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:3077'],['Betamethasone']
['DRUGBANK:DB01301'],['DRUGBANK:DB00443'],MONDO:0006668,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:3077'],['Betamethasone']
['DRUGBANK:DB15815'],['DRUGBANK:DB15478'],HP:0002027,['DRUGBANK:DB15815'],['Boldo leaf extract'],['DRUGBANK:DB15478'],['Frangula purshiana bark']
['DRUGBANK:DB09375'],['DRUGBANK:DB11237'],MONDO:0001106,['UNII:BVS505O332'],['Chymotrypsin'],['CHEBI:9765'],['Trypsin']
['DRUGBANK:DB15842'],['DRUGBANK:DB09414'],HP:0100520,['CHEBI:114786'],['CID 51000477'],['CHEBI:131527'],['Dipotassium phosphate']
['DRUGBANK:DB01301'],['DRUGBANK:DB00446'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB01301'],['DRUGBANK:DB01111'],MONDO:0001031,['CHEBI:63334'],['Rolitetracycline'],['UMLS:C0009315'],['colistimethate']
['DRUGBANK:DB09375'],['DRUGBANK:DB11193'],MONDO:0005271,['UNII:BVS505O332'],['Chymotrypsin'],['UMLS:C0030346'],['papain']
['DRUGBANK:DB09375'],['DRUGBANK:DB11193'],MONDO:0018874,['UNII:BVS505O332'],['Chymotrypsin'],['UMLS:C0030346'],['papain']
['DRUGBANK:DB14151'],['DRUGBANK:DB00158'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:27470'],['Folic acid']
['DRUGBANK:DB15821'],['DRUGBANK:DB15777'],MONDO:0019289,['CHEBI:135581'],['Fluocortolone'],['CHEBI:135581'],['Fluocortolone']
['DRUGBANK:DB15815'],['DRUGBANK:DB15478'],UMLS:C0267596,['DRUGBANK:DB15815'],['Boldo leaf extract'],['DRUGBANK:DB15478'],['Frangula purshiana bark']
['DRUGBANK:DB01301'],['DRUGBANK:DB01111'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['UMLS:C0009315'],['colistimethate']
['DRUGBANK:DB01301'],['DRUGBANK:DB00446'],MONDO:0006668,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB15842'],['DRUGBANK:DB01914'],HP:0100520,['CHEBI:114786'],['CID 51000477'],['CHEBI:17234'],['D-glucose']
['DRUGBANK:DB01301'],['DRUGBANK:DB00443'],MONDO:0004785,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:3077'],['Betamethasone']
['DRUGBANK:DB01301'],['DRUGBANK:DB00446'],MONDO:0001031,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB14151'],['DRUGBANK:DB01592'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:18248'],['Iron']
['DRUGBANK:DB15842'],['DRUGBANK:DB09395'],HP:0100520,['CHEBI:114786'],['CID 51000477'],['CHEBI:32954'],['Sodium acetate']
['DRUGBANK:DB14151'],['DRUGBANK:DB00115'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:17439'],['Cyanocobalamin']
['DRUGBANK:DB14151'],['DRUGBANK:DB00162'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:12777'],['Vitamin A']
['DRUGBANK:DB14151'],['DRUGBANK:DB02701'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:17154'],['Nicotinamide']
['DRUGBANK:DB14151'],['DRUGBANK:DB09130'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:28694'],['Copper']
['DRUGBANK:DB14151'],['DRUGBANK:DB00165'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:27306'],['vitamin B6']
['DRUGBANK:DB14151'],['DRUGBANK:DB00126'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:22652'],['Ascorbic acid']
['DRUGBANK:DB14151'],['DRUGBANK:DB00140'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:17015'],['Riboflavin']
['DRUGBANK:DB14151'],['DRUGBANK:DB01373'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:22984'],['Calcium']
['DRUGBANK:DB14151'],['DRUGBANK:DB00121'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:15956'],['Biotin']
['DRUGBANK:DB14151'],['DRUGBANK:DB01593'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:27363'],['Zinc']
['DRUGBANK:DB14151'],['DRUGBANK:DB01783'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:46905'],['Pantothenate']
['DRUGBANK:DB14151'],['DRUGBANK:DB00153'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:27300'],['Ergocalciferol']
['DRUGBANK:DB14151'],['DRUGBANK:DB06757'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:29035'],['manganese(2+)']
['DRUGBANK:DB14151'],['DRUGBANK:DB14151'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:28659'],['Phosphorus']
['DRUGBANK:DB14151'],['DRUGBANK:DB00152'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:18385'],['Thiamine']
['DRUGBANK:DB14151'],['DRUGBANK:DB00163'],CHEBI:18145,['CHEBI:28659'],['Phosphorus'],['CHEBI:18145'],['Vitamin E']
['DRUGBANK:DB14151'],['DRUGBANK:DB14151'],UMLS:C0573813,['CHEBI:28659'],['Phosphorus'],['CHEBI:28659'],['Phosphorus']
['DRUGBANK:DB09415'],['DRUGBANK:DB00271'],MONDO:0020347,['CHEBI:59732'],['Meglumine'],['CHEBI:53691'],['Diatrizoate']
['DRUGBANK:DB00297'],['DRUGBANK:DB00814'],MONDO:0005271,['CHEBI:3215'],['Bupivacaine'],['CHEBI:6741'],['Meloxicam']
['DRUGBANK:DB13673'],['DRUGBANK:DB13158'],UMLS:C5818401,['CHEBI:28098'],['Bekanamycin'],['CHEBI:31415'],['clobetasone butyrate']
['DRUGBANK:DB09093'],['DRUGBANK:DB00620'],MONDO:0006604,['CHEBI:27644'],['Chlortetracycline'],['CHEBI:9667'],['Triamcinolone']
['DRUGBANK:DB15777'],['DRUGBANK:DB00281'],UMLS:C0565653,['CHEBI:135581'],['Fluocortolone'],['CHEBI:6456'],['Lidocaine']
['DRUGBANK:DB15860'],['DRUGBANK:DB15889'],MONDO:0004565,['DRUGBANK:DB15860'],['Cassia fistula fruit'],['DRUGBANK:DB15889'],['Senna leaf']
['DRUGBANK:DB15815'],['DRUGBANK:DB15478'],MONDO:0004565,['DRUGBANK:DB15815'],['Boldo leaf extract'],['DRUGBANK:DB15478'],['Frangula purshiana bark']
['DRUGBANK:DB00331'],['DRUGBANK:DB09038'],MONDO:0005252,['CHEBI:6801'],['Metformin'],['CHEBI:82720'],['Empagliflozin']
['DRUGBANK:DB00331'],['DRUGBANK:DB09038'],HP:0001259,['CHEBI:6801'],['Metformin'],['CHEBI:82720'],['Empagliflozin']
['DRUGBANK:DB01211'],['DRUGBANK:DB01211'],MONDO:0006874,['CHEBI:3732'],['Clarithromycin'],['CHEBI:3732'],['Clarithromycin']
['DRUGBANK:DB01060'],['DRUGBANK:DB00766'],MONDO:0006874,['CHEBI:2676'],['Amoxicillin'],['CHEBI:48947'],['Clavulanic acid']
['DRUGBANK:DB01301'],['DRUGBANK:DB00446'],MONDO:0015288,['CHEBI:63334'],['Rolitetracycline'],['CHEBI:17698'],['Chloramphenicol']
['DRUGBANK:DB13384'],['DRUGBANK:DB00875'],MONDO:0000465,['CHEBI:135214'],['Melitracen'],['CHEBI:10454'],['Flupentixol']
['DRUGBANK:DB09065'],['DRUGBANK:DB00203'],MONDO:0005149,['CHEBI:72291'],['Cobicistat'],['CHEBI:9139'],['Sildenafil']
['DRUGBANK:DB01232'],['DRUGBANK:DB00203'],MONDO:0005149,['CHEBI:63621'],['Saquinavir'],['CHEBI:9139'],['Sildenafil']
['DRUGBANK:DB01072'],['DRUGBANK:DB00203'],MONDO:0005149,['CHEBI:37924'],['Atazanavir'],['CHEBI:9139'],['Sildenafil']
['DRUGBANK:DB01601'],['DRUGBANK:DB00503'],MONDO:0005149,['CHEBI:31781'],['Lopinavir'],['CHEBI:45409'],['Ritonavir']
['DRUGBANK:DB00503'],['DRUGBANK:DB00203'],MONDO:0005149,['CHEBI:45409'],['Ritonavir'],['CHEBI:9139'],['Sildenafil']
['DRUGBANK:DB13735'],['DRUGBANK:DB00514'],MONDO:0005027,['CHEBI:85537'],['Sulfogaiacol'],['CHEBI:4470'],['Dextromethorphan']
['DRUGBANK:DB13415'],['DRUGBANK:DB01551'],MONDO:0005027,['CHEBI:34910'],['Pentetrazol'],['CHEBI:135276'],['Dihydrocodeine']
['DRUGBANK:DB13754'],['DRUGBANK:DB00316'],MONDO:0005027,['CHEBI:134916'],['Mephenoxalone'],['CHEBI:46195'],['Acetaminophen']
['DRUGBANK:DB13312'],['DRUGBANK:DB09238'],MONDO:0001106,['CHEBI:135735'],['Delapril'],['CHEBI:135849'],['Manidipine']
['DRUGBANK:DB13787'],['DRUGBANK:DB01183'],MONDO:0005303,['CHEBI:77822'],['Tilidine'],['CHEBI:7459'],['Naloxone']
['DRUGBANK:DB14151'],['DRUGBANK:DB00153'],MONDO:0001166,['CHEBI:28659'],['Phosphorus'],['CHEBI:27300'],['Ergocalciferol']
['DRUGBANK:DB13803'],['DRUGBANK:DB00384'],MONDO:0001166,['CHEBI:135499'],['Xipamide'],['CHEBI:9671'],['Triamterene']
['DRUGBANK:DB15861'],['DRUGBANK:DB09015'],MONDO:0001166,['CHEBI:135492'],['Buthiazide'],['CHEBI:50156'],['Canrenoic acid']
['DRUGBANK:DB14151'],['DRUGBANK:DB09130'],UMLS:C0573813,['CHEBI:28659'],['Phosphorus'],['CHEBI:28694'],['Copper']
['DRUGBANK:DB15815'],['DRUGBANK:DB11365'],MONDO:0004565,['DRUGBANK:DB15815'],['Boldo leaf extract'],['UNII:3FYP5M0IJX'],['Sennosides']
['DRUGBANK:DB01301'],['DRUGBANK:DB01111'],MONDO:0015288,['CHEBI:63334'],['Rolitetracycline'],['UMLS:C0009315'],['colistimethate']
['DRUGBANK:DB01601'],['DRUGBANK:DB00203'],MONDO:0005149,['CHEBI:31781'],['Lopinavir'],['CHEBI:9139'],['Sildenafil']
